time,load,solar,wind,wind_onshore,wind_offshore,hour,day_of_week,day_of_month,month,is_weekend,is_holiday,load_forecast,temperature,humidity,wind_speed,precipitation,weather_code,temperature_lag_1,humidity_lag_1,temperature_lag_24,humidity_lag_24,load_lag_1,load_lag_24,load_lag_168,rolling_mean_24,rolling_std_24
2020-07-25 18:00:00+00:00,45213.0,705.0,5962.0,2634.0,3328.0,18,5,25,7,1,0,45276.0,22.8,56,5.2,0.1,51,23.6,51.0,21.6,56.0,47077.0,51730.0,44840.0,45516.458333333336,5093.979319012216
2020-07-25 19:00:00+00:00,44013.0,7.0,6584.0,2983.0,3601.0,19,5,25,7,1,0,43879.0,20.9,67,5.8,0.0,2,22.8,56.0,20.8,61.0,45213.0,49564.0,43638.0,45285.16666666666,5027.802161948873
2020-07-25 20:00:00+00:00,42982.0,0.0,8206.0,4358.0,3847.0,20,5,25,7,1,0,42761.0,19.8,73,6.2,0.0,1,20.9,67.0,19.3,67.0,44013.0,47013.0,42431.0,45117.208333333336,5034.897365035027
2020-07-25 21:00:00+00:00,40608.0,0.0,9893.0,6289.0,3604.0,21,5,25,7,1,0,40287.0,19.5,73,9.4,0.0,3,19.8,73.0,18.5,69.0,42982.0,43785.0,39966.0,44984.833333333336,5112.610280868784
2020-07-25 22:00:00+00:00,37937.0,0.0,11735.0,8353.0,3382.0,22,5,25,7,1,0,37642.0,19.0,76,8.9,0.0,2,19.5,73.0,17.7,71.0,40608.0,41191.0,36839.0,44849.25,5258.655905720552
2020-07-25 23:00:00+00:00,36268.0,0.0,12595.0,9432.0,3163.0,23,5,25,7,1,0,35754.0,18.5,79,7.9,0.0,3,19.0,76.0,17.0,75.0,37937.0,38962.0,35488.0,44737.0,5416.180918240944
2020-07-26 00:00:00+00:00,34507.0,0.0,14367.0,10719.0,3648.0,0,6,26,7,1,0,34658.0,19.0,79,13.0,0.0,3,18.5,79.0,16.8,75.0,36268.0,38467.0,34389.0,44572.0,5669.874479094076
2020-07-26 01:00:00+00:00,34176.0,0.0,15336.0,11583.0,3753.0,1,6,26,7,1,0,34053.0,18.5,79,13.2,0.0,3,19.0,79.0,15.1,84.0,34507.0,37446.0,33948.0,44435.75,5883.814809915229
2020-07-26 02:00:00+00:00,34212.0,0.0,15410.0,12138.0,3272.0,2,6,26,7,1,0,33937.0,18.0,81,12.2,0.0,3,18.5,79.0,14.4,88.0,34176.0,37788.0,33551.0,44286.75,6100.759127745406
2020-07-26 03:00:00+00:00,34294.0,42.0,16556.0,13712.0,2844.0,3,6,26,7,1,0,33932.0,17.5,85,11.5,0.0,3,18.0,81.0,13.8,92.0,34212.0,37895.0,33707.0,44136.708333333336,6305.633468015492
2020-07-26 04:00:00+00:00,35397.0,600.0,16898.0,14343.0,2555.0,4,6,26,7,1,0,34049.0,17.5,86,11.1,0.0,3,17.5,85.0,14.7,87.0,34294.0,39508.0,34528.0,43965.41666666666,6489.981207961699
2020-07-26 05:00:00+00:00,37649.0,2032.0,16340.0,13529.0,2811.0,5,6,26,7,1,0,36425.0,19.1,77,11.9,0.0,3,17.5,86.0,16.1,79.0,35397.0,42594.0,36754.0,43759.375,6612.748391404973
2020-07-26 06:00:00+00:00,40331.0,4283.0,14513.0,11758.0,2755.0,6,6,26,7,1,0,40351.0,21.0,65,10.7,0.0,3,19.1,77.0,17.5,72.0,37649.0,45914.0,40041.0,43526.75,6631.829541325882
2020-07-26 07:00:00+00:00,43663.0,7685.0,14373.0,11361.0,3012.0,7,6,26,7,1,0,43795.0,22.6,56,12.1,0.0,3,21.0,65.0,19.0,63.0,40331.0,48457.0,43082.0,43327.0,6548.548953110861
2020-07-26 08:00:00+00:00,47209.0,11920.0,15970.0,12009.0,3962.0,8,6,26,7,1,0,46392.0,20.7,65,15.6,0.2,51,22.6,56.0,20.5,55.0,43663.0,50640.0,45715.0,43184.04166666666,6418.112322231663
2020-07-26 09:00:00+00:00,48371.0,16182.0,17351.0,13132.0,4219.0,9,6,26,7,1,0,48715.0,20.2,71,13.1,0.5,53,20.7,65.0,21.0,55.0,47209.0,52548.0,47655.0,43010.0,6206.285950899491
2020-07-26 10:00:00+00:00,48997.0,19977.0,18312.0,14249.0,4063.0,10,6,26,7,1,0,48516.0,22.5,64,20.3,0.0,3,20.2,71.0,21.1,56.0,48371.0,52877.0,47822.0,42848.333333333336,5984.664733383053
2020-07-26 11:00:00+00:00,46888.0,21592.0,18445.0,14403.0,4042.0,11,6,26,7,1,0,46746.0,23.5,61,21.4,0.1,51,22.5,64.0,23.3,49.0,48997.0,51569.0,46258.0,42653.29166666666,5760.1659281579405
2020-07-26 12:00:00+00:00,44919.0,21330.0,17562.0,13539.0,4023.0,12,6,26,7,1,0,44957.0,19.5,86,12.0,0.2,51,23.5,61.0,22.9,52.0,46888.0,50566.0,45486.0,42418.0,5533.779878086425
2020-07-26 13:00:00+00:00,43625.0,19421.0,17141.0,12793.0,4347.0,13,6,26,7,1,0,43979.0,19.5,86,13.7,1.7,61,19.5,86.0,23.9,49.0,44919.0,49076.0,44287.0,42190.875,5357.694104193884
2020-07-26 14:00:00+00:00,44522.0,16035.0,16646.0,12121.0,4525.0,14,6,26,7,1,0,43930.0,20.2,80,9.2,0.5,53,19.5,86.0,24.6,46.0,43625.0,48655.0,43771.0,42018.66666666666,5205.139079848199
2020-07-26 15:00:00+00:00,45641.0,12432.0,15217.0,10792.0,4424.0,15,6,26,7,1,0,45119.0,22.3,64,9.7,0.0,1,20.2,80.0,24.5,45.0,44522.0,47840.0,44209.0,41927.04166666666,5116.816983403821
2020-07-26 16:00:00+00:00,47035.0,8010.0,13541.0,9256.0,4285.0,16,6,26,7,1,0,46323.0,23.2,55,11.4,0.0,1,22.3,64.0,24.2,46.0,45641.0,47750.0,45159.0,41897.25,5083.412336043964
2020-07-26 17:00:00+00:00,45872.0,3576.0,10849.0,7401.0,3449.0,17,6,26,7,1,0,46021.0,22.9,57,14.6,0.0,2,23.2,55.0,23.6,51.0,47035.0,47077.0,45108.0,41847.04166666666,5035.755584072685
2020-07-26 18:00:00+00:00,45075.0,857.0,7436.0,4857.0,2579.0,18,6,26,7,1,0,45009.0,22.0,58,8.6,0.0,2,22.9,57.0,22.8,56.0,45872.0,45213.0,44667.0,41841.29166666666,5031.822363967078
2020-07-26 19:00:00+00:00,44042.0,18.0,5419.0,3363.0,2056.0,19,6,26,7,1,0,44559.0,20.2,63,6.7,0.0,3,22.0,58.0,20.9,67.0,45075.0,44013.0,43929.0,41842.5,5032.370000911097
2020-07-26 20:00:00+00:00,43567.0,0.0,5027.0,2906.0,2120.0,20,6,26,7,1,0,44155.0,18.8,71,6.1,0.0,3,20.2,63.0,19.8,73.0,44042.0,42982.0,43851.0,41866.875,5039.540958324995
2020-07-26 21:00:00+00:00,40608.0,0.0,4908.0,2615.0,2293.0,21,6,26,7,1,0,41397.0,17.2,83,6.8,0.0,3,18.8,71.0,19.5,73.0,43567.0,40608.0,41972.0,41866.875,5039.540958324995
2020-07-26 22:00:00+00:00,38558.0,0.0,4262.0,1956.0,2306.0,22,6,26,7,1,0,39131.0,16.8,86,7.7,0.0,3,17.2,83.0,19.0,76.0,40608.0,37937.0,38509.0,41892.75,5020.042648786486
2020-07-26 23:00:00+00:00,37458.0,0.0,3690.0,1612.0,2078.0,23,6,26,7,1,0,37616.0,16.6,87,5.9,0.0,1,16.8,86.0,18.5,79.0,38558.0,36268.0,37752.0,41942.333333333336,4967.674809654502
2020-07-27 00:00:00+00:00,36840.0,0.0,3789.0,1441.0,2347.0,0,0,27,7,0,0,36839.0,16.8,91,5.2,0.0,2,16.6,87.0,19.0,79.0,37458.0,34507.0,36916.0,42039.54166666666,4836.959501129089
2020-07-27 01:00:00+00:00,37045.0,0.0,4010.0,1753.0,2257.0,1,0,27,7,0,0,36964.0,15.5,95,6.0,0.0,1,16.8,91.0,18.5,79.0,36840.0,34176.0,37505.0,42159.083333333336,4666.621857184749
2020-07-27 02:00:00+00:00,38104.0,0.0,4701.0,2142.0,2559.0,2,0,27,7,0,0,38176.0,16.1,93,3.4,0.0,1,15.5,95.0,18.0,81.0,37045.0,34212.0,38891.0,42321.25,4440.601626393824
2020-07-27 03:00:00+00:00,41596.0,48.0,5867.0,2701.0,3166.0,3,0,27,7,0,0,41660.0,15.7,96,0.8,0.0,1,16.1,93.0,17.5,85.0,38104.0,34294.0,42114.0,42625.5,4104.09814273507
2020-07-27 04:00:00+00:00,47825.0,1312.0,6626.0,3300.0,3326.0,4,0,27,7,0,0,49044.0,15.4,98,2.2,0.0,0,15.7,96.0,17.5,86.0,41596.0,35397.0,49183.0,43143.333333333336,3932.867364929776
2020-07-27 05:00:00+00:00,53959.0,5014.0,6642.0,3195.0,3447.0,5,0,27,7,0,0,55083.0,16.4,93,4.0,0.0,0,15.4,98.0,19.1,77.0,47825.0,37649.0,54627.0,43822.91666666666,4331.172116850445
2020-07-27 06:00:00+00:00,57698.0,10469.0,5613.0,2369.0,3244.0,6,0,27,7,0,0,58438.0,18.6,80,5.4,0.0,0,16.4,93.0,21.0,65.0,53959.0,40331.0,58924.0,44546.54166666666,5104.198842547378
2020-07-27 07:00:00+00:00,59297.0,16120.0,4387.0,1900.0,2487.0,7,0,27,7,0,0,59655.0,20.9,67,9.8,0.0,0,18.6,80.0,22.6,56.0,57698.0,43663.0,61200.0,45197.958333333336,5919.116344736242
2020-07-27 08:00:00+00:00,60719.0,20313.0,4425.0,2222.0,2203.0,8,0,27,7,0,0,61008.0,22.5,58,9.4,0.0,3,20.9,67.0,20.7,65.0,59297.0,47209.0,62856.0,45760.875,6708.463255064716
2020-07-27 09:00:00+00:00,62107.0,22955.0,5362.0,3070.0,2293.0,9,0,27,7,0,0,62293.0,23.5,52,9.2,0.2,51,22.5,58.0,20.2,71.0,60719.0,48371.0,63973.0,46333.208333333336,7482.157041801344
2020-07-27 10:00:00+00:00,62759.0,23528.0,6199.0,4090.0,2109.0,10,0,27,7,0,0,62302.0,24.0,48,8.8,0.1,51,23.5,52.0,22.5,64.0,62107.0,48997.0,64125.0,46906.625,8189.125842887139
2020-07-27 11:00:00+00:00,61863.0,22717.0,6960.0,4971.0,1988.0,11,0,27,7,0,0,61448.0,24.4,45,9.4,0.0,3,24.0,48.0,23.5,61.0,62759.0,46888.0,63313.0,47530.583333333336,8739.639873769345
2020-07-27 12:00:00+00:00,60663.0,21071.0,7837.0,5962.0,1875.0,12,0,27,7,0,0,60414.0,24.0,50,13.4,0.1,51,24.4,45.0,19.5,86.0,61863.0,44919.0,60898.0,48186.583333333336,9117.784708620024
2020-07-27 13:00:00+00:00,59242.0,18209.0,8628.0,6560.0,2068.0,13,0,27,7,0,0,59310.0,23.9,55,11.8,0.1,51,24.0,50.0,19.5,86.0,60663.0,43625.0,59809.0,48837.29166666666,9332.817359605084
2020-07-27 14:00:00+00:00,57872.0,15539.0,9094.0,6743.0,2351.0,14,0,27,7,0,0,57986.0,24.8,51,11.8,0.0,3,23.9,55.0,20.2,80.0,59242.0,44522.0,58553.0,49393.54166666666,9461.391367387632
2020-07-27 15:00:00+00:00,58360.0,11820.0,9629.0,6546.0,3083.0,15,0,27,7,0,0,57486.0,24.8,46,11.6,0.0,3,24.8,51.0,22.3,64.0,57872.0,45641.0,57727.0,49923.5,9597.2993891621
2020-07-27 16:00:00+00:00,57956.0,7184.0,10027.0,6533.0,3494.0,16,0,27,7,0,0,57387.0,24.4,45,8.6,0.0,3,24.8,46.0,23.2,55.0,58360.0,47035.0,56793.0,50378.54166666666,9712.59982201113
2020-07-27 17:00:00+00:00,57025.0,3085.0,11703.0,7122.0,4580.0,17,0,27,7,0,0,56811.0,23.5,49,8.7,0.0,3,24.4,45.0,22.9,57.0,57956.0,45872.0,55990.0,50843.25,9754.328560895829
2020-07-27 18:00:00+00:00,54710.0,671.0,14149.0,8972.0,5176.0,18,0,27,7,0,0,54597.0,22.4,63,1.6,0.0,3,23.5,49.0,22.0,58.0,57025.0,45075.0,53806.0,51244.708333333336,9704.750712382483
2020-07-27 19:00:00+00:00,53520.0,10.0,17044.0,11792.0,5253.0,19,0,27,7,0,0,52380.0,21.2,64,6.5,0.0,3,22.4,63.0,20.2,63.0,54710.0,44042.0,51714.0,51639.625,9591.085561320016
2020-07-27 20:00:00+00:00,51397.0,0.0,18796.0,13756.0,5040.0,20,0,27,7,0,0,49771.0,20.6,70,11.5,0.0,1,21.2,64.0,18.8,71.0,53520.0,43567.0,49588.0,51965.875,9436.474716261824
2020-07-27 21:00:00+00:00,47117.0,0.0,20363.0,15587.0,4776.0,21,0,27,7,0,0,45961.0,19.5,73,11.7,0.0,3,20.6,70.0,17.2,83.0,51397.0,40608.0,45457.0,52237.083333333336,9186.065145769198
2020-07-27 22:00:00+00:00,43681.0,0.0,21573.0,16385.0,5188.0,22,0,27,7,0,0,43316.0,19.2,70,14.9,0.0,3,19.5,73.0,16.8,86.0,47117.0,38558.0,42328.0,52450.54166666666,8909.747788257502
2020-07-27 23:00:00+00:00,41892.0,0.0,22032.0,16847.0,5186.0,23,0,27,7,0,0,41438.0,20.2,63,17.1,0.0,3,19.2,70.0,16.6,87.0,43681.0,37458.0,40720.0,52635.29166666666,8626.829345907056
2020-07-28 00:00:00+00:00,40866.0,0.0,22873.0,17460.0,5413.0,0,1,28,7,0,0,40583.0,20.8,64,14.7,0.0,3,20.2,63.0,16.8,91.0,41892.0,36840.0,39865.0,52803.04166666666,8340.732610295505
2020-07-28 01:00:00+00:00,41246.0,0.0,23263.0,17843.0,5420.0,1,1,28,7,0,0,40663.0,20.3,67,15.2,0.0,3,20.8,64.0,15.5,95.0,40866.0,37045.0,40040.0,52978.083333333336,8034.095430355293
2020-07-28 02:00:00+00:00,42170.0,0.0,23527.0,18130.0,5397.0,2,1,28,7,0,0,41623.0,20.1,67,14.7,0.0,3,20.3,67.0,16.1,93.0,41246.0,38104.0,41188.0,53147.5,7744.454728609129
2020-07-28 03:00:00+00:00,44994.0,38.0,23231.0,17774.0,5457.0,3,1,28,7,0,0,44506.0,20.0,65,14.0,0.0,3,20.1,67.0,15.7,96.0,42170.0,41596.0,43534.0,53289.083333333336,7552.778434437778
2020-07-28 04:00:00+00:00,50966.0,1026.0,22839.0,17147.0,5692.0,4,1,28,7,0,0,50783.0,20.5,61,14.1,0.0,3,20.0,65.0,15.4,98.0,44994.0,47825.0,50011.0,53419.958333333336,7480.851087823283
2020-07-28 05:00:00+00:00,56324.0,4180.0,20409.0,14804.0,5605.0,5,1,28,7,0,0,56557.0,21.6,54,15.5,0.0,3,20.5,61.0,16.4,93.0,50966.0,53959.0,55471.0,53518.5,7503.80164519514
2020-07-28 06:00:00+00:00,59556.0,9187.0,19544.0,14147.0,5397.0,6,1,28,7,0,0,59818.0,22.9,52,13.6,0.0,3,21.6,54.0,18.6,80.0,56324.0,57698.0,59109.0,53595.91666666666,7558.183718538933
2020-07-28 07:00:00+00:00,61725.0,15025.0,21190.0,15690.0,5500.0,7,1,28,7,0,0,61285.0,24.0,52,16.9,0.1,51,22.9,52.0,20.9,67.0,59556.0,59297.0,59955.0,53697.083333333336,7653.4597400621615
2020-07-28 08:00:00+00:00,64010.0,19829.0,23259.0,17572.0,5687.0,8,1,28,7,0,0,62711.0,25.1,48,16.6,0.0,3,24.0,52.0,22.5,58.0,61725.0,60719.0,61821.0,53834.208333333336,7812.567678895189
2020-07-28 09:00:00+00:00,65108.0,22954.0,24659.0,19030.0,5630.0,9,1,28,7,0,0,63976.0,26.2,46,15.1,0.0,3,25.1,48.0,23.5,52.0,64010.0,62107.0,63088.0,53959.25,7973.098689806266
2020-07-28 10:00:00+00:00,65007.0,24200.0,26170.0,20476.0,5694.0,10,1,28,7,0,0,63761.0,26.9,45,17.5,0.0,2,26.2,46.0,24.0,48.0,65108.0,62759.0,62505.0,54052.91666666666,8093.270365565711
2020-07-28 11:00:00+00:00,63800.0,23524.0,27243.0,21881.0,5362.0,11,1,28,7,0,0,62955.0,27.2,43,22.5,0.1,51,26.9,45.0,24.4,45.0,65007.0,61863.0,62368.0,54133.625,8183.693966676461
2020-07-28 12:00:00+00:00,61569.0,21687.0,27679.0,22311.0,5368.0,12,1,28,7,0,0,61597.0,26.5,42,22.4,0.1,51,27.2,43.0,24.0,50.0,63800.0,60663.0,60852.0,54171.375,8217.143642158686
2020-07-28 13:00:00+00:00,60974.0,18531.0,27193.0,21793.0,5400.0,13,1,28,7,0,0,60522.0,26.9,39,20.9,0.1,51,26.5,42.0,23.9,55.0,61569.0,59242.0,59151.0,54243.54166666666,8271.041199264273
2020-07-28 14:00:00+00:00,60148.0,14926.0,26237.0,20790.0,5447.0,14,1,28,7,0,0,59206.0,27.0,37,20.9,0.0,1,26.9,39.0,24.8,51.0,60974.0,57872.0,58174.0,54338.375,8327.309434533932
2020-07-28 15:00:00+00:00,59272.0,11509.0,24749.0,19534.0,5214.0,15,1,28,7,0,0,58938.0,26.5,38,22.3,0.0,3,27.0,37.0,24.8,46.0,60148.0,58360.0,58021.0,54376.375,8348.51308714935
2020-07-28 16:00:00+00:00,58502.0,7270.0,22940.0,17764.0,5177.0,16,1,28,7,0,0,58656.0,24.0,49,21.7,0.1,51,26.5,38.0,24.4,45.0,59272.0,57956.0,57622.0,54399.125,8359.428607020292
2020-07-28 17:00:00+00:00,56783.0,3511.0,21343.0,16041.0,5302.0,17,1,28,7,0,0,57577.0,23.4,50,18.1,0.0,1,24.0,49.0,23.5,49.0,58502.0,57025.0,57334.0,54389.04166666666,8356.26885990737
2020-07-28 18:00:00+00:00,54548.0,797.0,19093.0,14016.0,5077.0,18,1,28,7,0,0,55375.0,22.2,54,13.2,0.0,1,23.4,50.0,22.4,63.0,56783.0,54710.0,54872.0,54382.29166666666,8356.063752328044
2020-07-28 19:00:00+00:00,52677.0,11.0,17774.0,12581.0,5193.0,19,1,28,7,0,0,53219.0,20.9,58,10.1,0.0,1,22.2,54.0,21.2,64.0,54548.0,53520.0,52561.0,54347.16666666666,8361.615964407327
2020-07-28 20:00:00+00:00,49949.0,0.0,17105.0,11507.0,5598.0,20,1,28,7,0,0,50610.0,19.8,61,11.3,0.0,3,20.9,58.0,20.6,70.0,52677.0,51397.0,49802.0,54286.833333333336,8389.00760916726
2020-07-28 21:00:00+00:00,46372.0,0.0,16687.0,10817.0,5870.0,21,1,28,7,0,0,46916.0,19.4,56,10.3,0.0,0,19.8,61.0,19.5,73.0,49949.0,47117.0,45910.0,54255.79166666666,8418.019673033508
2020-07-28 22:00:00+00:00,43243.0,0.0,16041.0,10476.0,5566.0,22,1,28,7,0,0,43977.0,18.3,56,11.5,0.0,1,19.4,56.0,19.2,70.0,46372.0,43681.0,43519.0,54237.54166666666,8442.381793428554
2020-07-28 23:00:00+00:00,41447.0,0.0,15064.0,9762.0,5303.0,23,1,28,7,0,0,42180.0,17.5,58,12.3,0.0,2,18.3,56.0,20.2,63.0,43243.0,41892.0,41865.0,54219.0,8471.114458789496
2020-07-29 00:00:00+00:00,40381.0,0.0,14355.0,9495.0,4861.0,0,2,29,7,0,0,41064.0,17.5,62,8.8,0.0,1,17.5,58.0,20.8,64.0,41447.0,40866.0,40703.0,54198.79166666666,8504.865047515372
2020-07-29 01:00:00+00:00,40218.0,0.0,14689.0,9900.0,4789.0,1,2,29,7,0,0,40979.0,16.4,66,10.2,0.0,0,17.5,62.0,20.3,67.0,40381.0,41246.0,40830.0,54155.958333333336,8575.233471174079
2020-07-29 02:00:00+00:00,41237.0,0.0,15074.0,10021.0,5053.0,2,2,29,7,0,0,41918.0,15.4,70,9.4,0.0,1,16.4,66.0,20.1,67.0,40218.0,42170.0,42023.0,54117.083333333336,8633.84766318087
2020-07-29 03:00:00+00:00,43850.0,40.0,15543.0,10588.0,4955.0,3,2,29,7,0,0,44686.0,15.1,72,11.5,0.0,1,15.4,70.0,20.0,65.0,41237.0,44994.0,44410.0,54069.41666666666,8689.384592791856
2020-07-29 04:00:00+00:00,50093.0,1088.0,16095.0,11001.0,5095.0,4,2,29,7,0,0,51119.0,15.4,71,12.3,0.0,2,15.1,72.0,20.5,61.0,43850.0,50966.0,50970.0,54033.04166666666,8704.754435410356
2020-07-29 05:00:00+00:00,55553.0,4858.0,16216.0,10650.0,5566.0,5,2,29,7,0,0,56090.0,16.4,66,13.0,0.0,2,15.4,71.0,21.6,54.0,50093.0,56324.0,56354.0,54000.91666666666,8697.351570482755
2020-07-29 06:00:00+00:00,58884.0,11142.0,16962.0,11573.0,5389.0,6,2,29,7,0,0,58704.0,17.5,58,17.3,0.0,1,16.4,66.0,22.9,52.0,55553.0,59556.0,59907.0,53972.91666666666,8679.754043382927
2020-07-29 07:00:00+00:00,60848.0,18013.0,20160.0,14577.0,5583.0,7,2,29,7,0,0,59918.0,18.6,53,20.6,0.0,0,17.5,58.0,24.0,52.0,58884.0,61725.0,61544.0,53936.375,8647.484991565287
2020-07-29 08:00:00+00:00,63169.0,22377.0,23419.0,17593.0,5826.0,8,2,29,7,0,0,61491.0,20.0,41,24.4,0.0,1,18.6,53.0,25.1,48.0,60848.0,64010.0,63252.0,53901.333333333336,8606.49627577486
